 Magic Resistance,Skyrim.esm:053128
Imperial Heavy Gauntlets of Minor Wielding,Skyrim.esm:0ACCCE
Imperial Heavy Gauntlets of Smithing,Skyrim.esm:0AD50B
Imperial Heavy Gauntlets of Sure Grip,Skyrim.esm:0AD50D
Imperial Heavy Gauntlets of Wielding,Skyrim.esm:0B9747
Imperial Heavy Gauntlets,Skyrim.esm:0136D4
Imperial Heavy Helmet of Alchemy,Skyrim.esm:08B6A3
Imperial Heavy Helmet of Alteration,Skyrim.esm:08B6A6
Imperial Heavy Helmet of Archery,Skyrim.esm:08B6B8
Imperial Heavy Helmet of Conjuration,Skyrim.esm:08B6A9
Imperial Heavy Helmet of Destruction,Skyrim.esm:08B6AC
Imperial Heavy Helmet of Illusion,Skyrim.esm:08B6B2
Imperial Heavy Helmet of Magicka,Skyrim.esm:08B6B5
Imperial Heavy Helmet of Major Alchemy,Skyrim.esm:08B6A4
Imperial Heavy Helmet of Major Alteration,Skyrim.esm:08B6A7
Imperial Heavy Helmet of Major Archery,Skyrim.esm:08B6B9
Imperial Heavy Helmet of Major Conjuration,Skyrim.esm:08B6AA
Imperial Heavy Helmet of Major Destruction,Skyrim.esm:08B6AD
Imperial Heavy Helmet of Major Illusion,Skyrim.esm:08B6B3
Imperial Heavy Helmet of Major Restoration,Skyrim.esm:08B6BC
Imperial Heavy Helmet of Minor Alchemy,Skyrim.esm:08B6A2
Imperial Heavy Helmet of Minor Alteration,Skyrim.esm:08B6A5
Imperial Heavy Helmet of Minor Archery,Skyrim.esm:08B6B7
Imperial Heavy Helmet of Minor Conjuration,Skyrim.esm:08B6A8
Imperial Heavy Helmet of Minor Destruction,Skyrim.esm:08B6AB
Imperial Heavy Helmet of Minor Illusion,Skyrim.esm:08B6B1
Imperial Heavy Helmet of Minor Magicka,Skyrim.esm:08B6B4
Imperial Heavy Helmet of Minor Restoration,Skyrim.esm:08B6BA
Imperial Heavy Helmet of Restoration,Skyrim.esm:08B6BB
Imperial Heavy Helmet,Skyrim.esm:013EDC
Imperial Heavy Shield,Skyrim.esm:0135BA
Imperial Helmet of Alchemy,Skyrim.esm:08B6A3
Imperial Helmet of Alteration,Skyrim.esm:08B6A6
Imperial Helmet of Archery,Skyrim.esm:08B6B8
Imperial Helmet of Conjuration,Skyrim.esm:08B6A9
Imperial Helmet of Destruction,Skyrim.esm:08B6AC
Imperial Helmet of Illusion,Skyrim.esm:08B6B2
Imperial Helmet of Magicka,Skyrim.esm:08B6B5
Imperial Helmet of Major Alchemy,Skyrim.esm:08B6A4
Imperial Helmet of Major Alteration,Skyrim.esm:08B6A7
Imperial Helmet of Major Archery,Skyrim.esm:08B6B9
Imperial Helmet of Major Conjuration,Skyrim.esm:08B6AA
Imperial Helmet of Major Destruction,Skyrim.esm:08B6AD
Imperial Helmet of Major Illusion,Skyrim.esm:08B6B3
Imperial Helmet of Major Restoration,Skyrim.esm:08B6BC
Imperial Helmet of Minor Alchemy,Skyrim.esm:08B6A2
Imperial Helmet of Minor Alteration,Skyrim.esm:08B6A5
Imperial Helmet of Minor Archery,Skyrim.esm:08B6B7
Imperial Helmet of Minor Conjuration,Skyrim.esm:08B6A8
Imperial Helmet of Minor Destruction,Skyrim.esm:08B6AB
Imperial Helmet of Minor Illusion,Skyrim.esm:08B6B1
Imperial Helmet of Minor Magicka,Skyrim.esm:08B6B4
Imperial Helmet of Minor Restoration,Skyrim.esm:08B6BA
Imperial Helmet of Restoration,Skyrim.esm:08B6BB
Imperial Helmet,Dragonborn.esm:01A576
Imperial Helmet,Skyrim.esm:013EDC
Imperial Helmet,Skyrim.esm:09610D
Imperial Horseman Helmet,Skyrim.esm:09610D
Imperial Legate Boots,Requiem.esp:00102F
Imperial Legate Boots,Requiem.esp:AE38AF
Imperial Legate Cuirass,Requiem.esp:00102E
Imperial Legate Cuirass,Requiem.esp:AE38AE
Imperial Legate Gauntlets,Requiem.esp:00102D
Imperial Legate Gauntlets,Requiem.esp:AE38AD
Imperial Legate Helmet,Requiem.esp:AE38B0
Imperial Legate Helmet,Skyrim.esm:0136CF
Imperial Light Armor,Skyrim.esm:013ED9
Imperial Light Boots of Dwindling Flames,Skyrim.esm:0B9712
Imperial Light Boots of Dwindling Frost,Skyrim.esm:0B9715
Imperial Light Boots of Dwindling Shock,Skyrim.esm:0B9718
Imperial Light Boots of Hauling,Skyrim.esm:0B970E
Imperial Light Boots of Lifting,Skyrim.esm:0B970D
Imperial Light Boots of Major Sneaking,Skyrim.esm:0B971B
Imperial Light Boots of Minor Sneaking,Skyrim.esm:0B9719
Imperial Light Boots of Resist Fire,Skyrim.esm:0B9710
Imperial Light Boots of Resist Frost,Skyrim.esm:0B9713
Imperial Light Boots of Resist Shock,Skyrim.esm:0B9716
Imperial Light Boots of Sneaking,Skyrim.esm:0B971A
Imperial Light Boots of Strength,Skyrim.esm:0B970F
Imperial Light Boots of Waning Fire,Skyrim.esm:0B9711
Imperial Light Boots of Waning Frost,Skyrim.esm:0B9714
Imperial Light Boots of Waning Shock,Skyrim.esm:0B9717
Imperial Light Boots,Skyrim.esm:013ED7
Imperial Light Bracers of Alchemy,Skyrim.esm:08B686
Imperial Light Bracers of Alteration,Skyrim.esm:0B972F
Imperial Light Bracers of Archery,Skyrim.esm:0B9744
Imperial Light Bracers of Conjuring,Skyrim.esm:0B9735
Imperial Light Bracers of Deft Hands,Skyrim.esm:0B974A
Imperial Light Bracers of Destruction,Skyrim.esm:0B9738
Imperial Light Bracers of Lockpicking,Skyrim.esm:0B9741
Imperial Light Bracers of Major Alchemy,Skyrim.esm:08B687
Imperial Light Bracers of Major Alteration,Skyrim.esm:0B9730
Imperial Light Bracers of Major Archery,Skyrim.esm:0B9745
Imperial Light Bracers of Major Conjuring,Skyrim.esm:0B9736
Imperial Light Bracers of Major Deft Hands,Skyrim.esm:0B974B
Imperial Light Bracers of Major Destruction,Skyrim.esm:0B9739
Imperial Light Bracers of Major Lockpicking,Skyrim.esm:0B9742
Imperial Light Bracers of Major Smithing,Skyrim.esm:0B9751
Imperial Light Bracers of Major Sure Grip,Skyrim.esm:0B9754
Imperial Light Bracers of Major Wielding,Skyrim.esm:0B9748
Imperial Light Bracers of Minor Alchemy,Skyrim.esm:08B685
Imperial Light Bracers of Minor Alteration,Skyrim.esm:0B972E
Imperial Light Bracers of Minor Archery,Skyrim.esm:0B9743
Imperial Light Bracers of Minor Conjuring,Skyrim.esm:0B9734
Imperial Light Bracers of Minor Deft Hands,Skyrim.esm:0B9749
Imperial Light Bracers of Minor Destruction,Skyrim.esm:0B9737
Imperial Light Bracers of Minor Lockpicking,Skyrim.esm:0B9740
Imperial Light Bracers of Minor Smithing,Skyrim.esm:0B974F
Imperial Light Bracers of Minor Sure Grip,Skyrim.esm:0B9752
Imperial Light Bracers of Minor Wielding,Skyrim.esm:0B9746
Imperial Light Bracers of Smithing,Skyrim.esm:0B9750
Imperial Light Bracers of Sure Grip,Skyrim.esm:0B9753
Imperial Light Bracers of Wielding,Skyrim.esm:0AD505
Imperial Light Bracers,Skyrim.esm:013EDA
Imperial Light Cuirass of Health,Skyrim.esm:0B971D
Imperial Light Cuirass of Major Health,Skyrim.esm:0B971E
Imperial Light Cuirass of Minor Health,Skyrim.esm:0B971C
Imperial Light Cuirass of the Major Squire,Skyrim.esm:0B9721
Imperial Light Cuirass of the Minor Squire,Skyrim.esm:0B971F
Imperial Light Cuirass of the Squire,Skyrim.esm:0B9720
Imperial Light Cuirass,Skyrim.esm:013ED9
Imperial Light Helmet of Alchemy,Skyrim.esm:08B6C3
Imperial Light Helmet of Alteration,Skyrim.esm:08B6C0
Imperial Light Helmet of Conjuration,Skyrim.esm:08B6C4
Imperial Light Helmet of Destruction,Skyrim.esm:08B6C7
Imperial Light Helmet of Illusion,Skyrim.esm:08B6CD
Imperial Light Helmet of Magicka,Skyrim.esm:08B6D0
Imperial Light Helmet of Major Alchemy,Skyrim.esm:08B6BE
Imperial Light Helmet of Major Alteration,Skyrim.esm:08B6C1
Imperial Light Helmet of Major Conjuration,Skyrim.esm:08B6C5
Imperial Light Helmet of Major Destruction,Skyrim.esm:08B6C8
Imperial Light Helmet of Major Illusion,Skyrim.esm:08B6CE
Imperial Light Helmet of Major Magicka,Skyrim.esm:08B6B6
Imperial Light Helmet of Minor Alchemy,Skyrim.esm:08B6BD
Imperial Light Helmet of Minor Alteration,Skyrim.esm:08B6BF
Imperial Light Helmet of Minor Conjuration,Skyrim.esm:08B6C2
Imperial Light Helmet of Minor Destruction,Skyrim.esm:08B6C6
Imperial Light Helmet of Minor Illusion,Skyrim.esm:08B6CC
Imperial Light Helmet of Minor Magicka,Skyrim.esm:08B6CF
Imperial Light Helmet,Skyrim.esm:013EDB
Imperial Light Shield of Blocking,Skyrim.esm:0AD50F
Imperial Light Shield of Dwindling Flames,Skyrim.esm:0AD512
Imperial Light Shield of Dwindling Frost,Skyrim.esm:0AD514
Imperial Light Shield of Dwindling Magic,Requiem.esp:AE38AC
Imperial Light Shield of Dwindling Shock,Skyrim.esm:0AD516
Imperial Light Shield of Major Blocking,Skyrim.esm:0AD510
Imperial Light Shield of Minor Blocking,Skyrim.esm:0AD448
Imperial Light Shield of Resist Fire,Skyrim.esm:0AD449
Imperial Light Shield of Resist Frost,Skyrim.esm:0AD44A
Imperial Light Shield of Resist Shock,Skyrim.esm:0AD44B
Imperial Light Shield of Waning Fire,Skyrim.esm:0AD511
Imperial Light Shield of Waning Frost,Skyrim.esm:0AD513
Imperial Light Shield of Waning Shock,Skyrim.esm:0AD515
Imperial Light Shield,Skyrim.esm:013AB2
Imperial Light Studded Cuirass of Health,Skyrim.esm:046BB5
Imperial Light Studded Cuirass of Major Health,Skyrim.esm:046BB6
Imperial Light Studded Cuirass of Minor Health,Skyrim.esm:046BB4
Imperial Light Studded Cuirass of the Major Squire,Skyrim.esm:046BB9
Imperial Light Studded Cuirass of the Minor Squire,Skyrim.esm:046BB7
Imperial Light Studded Cuirass of the Squire,Skyrim.esm:046BB8
Imperial LightHelmet of Major Illusion,Skyrim.esm:08B6CE
Imperial Mace,Requiem.esp:7F8C33
Imperial Officer's Helmet,Skyrim.esm:0136CF
Imperial Shield of Dwindling Magic,Requiem.esp:AE38AB
Imperial Shield,Skyrim.esm:0135BA
Imperial Shortsword,Requiem.esp:7F8C38
Imperial Studded Cuirass,Skyrim.esm:013ED8
Imperial Sword of Arcing,Skyrim.esm:0C3DEA
Imperial Sword of Aversion,Skyrim.esm:0C3DE4
Imperial Sword of Binding,Skyrim.esm:0C3DF9
Imperial Sword of Burning,Skyrim.esm:0C3DF3
Imperial Sword of Chills,Skyrim.esm:0C3DF1
Imperial Sword of Cold,Skyrim.esm:0C3DF1
Imperial Sword of Cowardice,Skyrim.esm:0C3DF6
Imperial Sword of Diminishing,Skyrim.esm:0C3DEC
Imperial Sword of Dismay,Skyrim.esm:0C3DF7
Imperial Sword of Dismissal,Skyrim.esm:0C3DE6
Imperial Sword of Draining,Skyrim.esm:0C3DED
Imperial Sword of Embers,Skyrim.esm:0C3DF4
Imperial Sword of Fatigue,Skyrim.esm:0C3DFA
Imperial Sword of Fear,Skyrim.esm:0C3DF5
Imperial Sword of Frost,Skyrim.esm:0C3DF0
Imperial Sword of Ice,Skyrim.esm:0C3DEF
Imperial Sword of Rebuke,Skyrim.esm:0C3DE7
Imperial Sword of Sapping,Skyrim.esm:0C3DEE
Imperial Sword of Scorching,Skyrim.esm:0C3DF2
Imperial Sword of Shocks,Skyrim.esm:0C3DE9
Imperial Sword of Soul Snares,Skyrim.esm:0C3DF8
Imperial Sword of Souls,Skyrim.esm:0C3DE8
Imperial Sword of Sparks,Skyrim.esm:0C3DEB
Imperial Sword of Torpor,Skyrim.esm:0C3DFB
Imperial Sword of Weariness,Skyrim.esm:0C3DE5
Imperial Sword,Skyrim.esm:0135B8
Imperial War Horn,Skyrim.esm:0200BA
Improved Blocking,Skyrim.esm:0BCCAE
Improved Bonemold Armor,Dragonborn.esm:03AB26
Improved Bonemold Boots,Dragonborn.esm:03AB25
Improved Bonemold Cuirass,Dragonborn.esm:03AB26
Improved Bonemold Gauntlets,Dragonborn.esm:03AB22
Improved Bonemold Helmet,Dragonborn.esm:03AB23
Improved Bonemold Shield,Dragonborn.esm:03AB24
Improved Crossbow Schematic,Dawnguard.esm:00F1C7
Improved Dawnguard Crossbow,Dawnguard.esm:00F19E
Improved Dwemer Crossbow Schematic,Dawnguard.esm:00F1C9
Improved Dwemer Crossbow,Dawnguard.esm:00F19F
Improved Elixirs,Skyrim.esm:058216
Improved Healing,Skyrim.esm:0581F8
Improved Mage Armor,Skyrim.esm:0D7999
Improved Poisons,Skyrim.esm:058217
Improved Remedy,Skyrim.esm:058219
Improved Virulity,Skyrim.esm:05821A
Improved Wards,Skyrim.esm:068BCC
Increase Damage from Alduin,Skyrim.esm:0E997B
Increase Detection,Skyrim.esm:1041A9
Indomitable Force,Requiem.esp:394935
Initiate's Ewer,Dawnguard.esm:00A89E
Inkwell,Skyrim.esm:04C3C6
Insightful Enchanter,Skyrim.esm:058F7E
Intense Flames,Skyrim.esm:0F392E
Intimidation,Skyrim.esm:105F29
Investor,Skyrim.esm:058F7B
Irkngthand War Axe of Fire,ccbgssse001-fish.esm:0009D9
Irkngthand War Axe of Freezing,ccbgssse001-fish.esm:04D05E
Irkngthand War Axe,ccbgssse001-fish.esm:07AED6
Iron Armor of Alteration,Skyrim.esm:10CFB9
Iron Armor of Conjuring,Skyrim.esm:10CFBD
Iron Armor of Destruction,Skyrim.esm:10CFC0
Iron Armor of Health,Skyrim.esm:0AD563
Iron Armor of Illusion,Skyrim.esm:10CFC3
Iron Armor of Major Alteration,Skyrim.esm:10CFBA
Iron Armor of Major Alteration,Skyrim.esm:10CFBB
Iron Armor of Major Conjuring,Skyrim.esm:10CFBE
Iron Armor of Major Destruction,Skyrim.esm:10CFC1
Iron Armor of Major Health,Skyrim.esm:0AD564
Iron Armor of Major Illusion,Skyrim.esm:10CFC4
Iron Armor of Major Restoration,Skyrim.esm:10CFC7
Iron Armor of Minor Alteration,Skyrim.esm:10CFB8
Iron Armor of Minor Conjuring,Skyrim.esm:10CFBC
Iron Armor of Minor Destruction,Skyrim.esm:10CFBF
Iron Armor of Minor Health,Skyrim.esm:04950E
Iron Armor of Minor Illusion,Skyrim.esm:10CFC2
Iron Armor of Minor Restoration,Skyrim.esm:10CFC5
Iron Armor of Restoration,Skyrim.esm:10CFC6
Iron Armor of the Knight,Skyrim.esm:0AD565
Iron Armor of the Major Knight,Skyrim.esm:0AD566
Iron Armor of the Minor Knight,Skyrim.esm:07A128
Iron Armor,Skyrim.esm:012E49
Iron Battleaxe of Arcing,Skyrim.esm:0896C7
Iron Battleaxe of Aversion,Skyrim.esm:0896F2
Iron Battleaxe of Binding,Skyrim.esm:0896E9
Iron Battleaxe of Burning,Skyrim.esm:0896B2
Iron Battleaxe of Chills,Skyrim.esm:0896BA
Iron Battleaxe of Cowardice,Skyrim.esm:089709
Iron Battleaxe of Diminishing,Skyrim.esm:0896D4
Iron Battleaxe of Dismay,Skyrim.esm:089708
Iron Battleaxe of Dismissal,Skyrim.esm:0896F0
Iron Battleaxe of Draining,Skyrim.esm:0896D3
Iron Battleaxe of Embers,Skyrim.esm:0896B0
Iron Battleaxe of Fatigue,Skyrim.esm:0896FC
Iron Battleaxe of Fear,Skyrim.esm:08970A
Iron Battleaxe of Frost,Skyrim.esm:0896BB
Iron Battleaxe of Ice,Skyrim.esm:0896BC
Iron Battleaxe of Rebuke,Skyrim.esm:0896F1
Iron Battleaxe of Sapping,Skyrim.esm:0896D2
Iron Battleaxe of Scorching,Skyrim.esm:0896B3
Iron Battleaxe of Shocks,Skyrim.esm:0896C8
Iron Battleaxe of Soul Snares,Skyrim.esm:0896E8
Iron Battleaxe of Souls,Skyrim.esm:0896E7
Iron Battleaxe of Sparks,Skyrim.esm:0896C6
Iron Battleaxe of Torpor,Skyrim.esm:0896FE
Iron Battleaxe of Weariness,Skyrim.esm:0896FD
Iron Battleaxe,Skyrim.esm:013980
Iron Battlestaff,Requiem.esp:06B466
Iron Boots of Dwindling Flames,Skyrim.esm:0AD55E
Iron Boots of Dwindling Frost,Skyrim.esm:0AD560
Iron Boots of Dwindling Shock,Skyrim.esm:0AD562
Iron Boots of Hauling,Skyrim.esm:0AD55B
Iron Boots of Lifting,Skyrim.esm:07A120
Iron Boots of Major Stamina,Skyrim.esm:10DF91
Iron Boots of Minor Stamina,Skyrim.esm:10DF8F
Iron Boots of Resist Fire,Skyrim.esm:07A0F0
Iron Boots of Resist Frost,Skyrim.esm:07A0F1
Iron Boots of Resist Shock,Skyrim.esm:049B92
Iron Boots of Stamina,Skyrim.esm:10DF90
Iron Boots of Strength,Skyrim.esm:0AD55C
Iron Boots of Waning Fire,Skyrim.esm:0AD55D
Iron Boots of Waning Frost,Skyrim.esm:0AD55F
Iron Boots of Waning Shock,Skyrim.esm:0AD561
Iron Boots,Skyrim.esm:012E4B
Iron Claw,Skyrim.esm:08CDFA
Iron Crossbow,Requiem.esp:8F7F8E
Iron Cuirass of Alteration,Skyrim.esm:10CFB9
Iron Cuirass of Alteration,Skyrim.esm:10CFC9
Iron Cuirass of Conjuring,Skyrim.esm:10CFBD
Iron Cuirass of Conjuring,Skyrim.esm:10CFCC
Iron Cuirass of Destruction,Skyrim.esm:10CFC0
Iron Cuirass of Destruction,Skyrim.esm:10CFCF
Iron Cuirass of Health,Skyrim.esm:0AD563
Iron Cuirass of Illusion,Skyrim.esm:10CFC3
Iron Cuirass of Illusion,Skyrim.esm:10CFD2
Iron Cuirass of Major Alteration,Skyrim.esm:10CFBB
Iron Cuirass of Major Alteration,Skyrim.esm:10CFCA
Iron Cuirass of Major Conjuring,Skyrim.esm:10CFBE
Iron Cuirass of Major Conjuring,Skyrim.esm:10CFCD
Iron Cuirass of Major Destruction,Skyrim.esm:10CFC1
Iron Cuirass of Major Destruction,Skyrim.esm:10CFD0
Iron Cuirass of Major Health,Skyrim.esm:0AD564
Iron Cuirass of Major Illusion,Skyrim.esm:10CFC4
Iron Cuirass of Major Illusion,Skyrim.esm:10CFD3
Iron Cuirass of Major Restoration,Skyrim.esm:10CFC7
Iron Cuirass of Major Restoration,Skyrim.esm:10CFD6
Iron Cuirass of Minor Alteration,Skyrim.esm:10CFB8
Iron Cuirass of Minor Alteration,Skyrim.esm:10CFC8
Iron Cuirass of Minor Conjuring,Skyrim.esm:10CFBC
Iron Cuirass of Minor Conjuring,Skyrim.esm:10CFCB
Iron Cuirass of Minor Destruction,Skyrim.esm:10CFBF
Iron Cuirass of Minor Destruction,Skyrim.esm:10CFCE
Iron Cuirass of Minor Health,Skyrim.esm:04950E
Iron Cuirass of Minor Illusion,Skyrim.esm:10CFC2
Iron Cuirass of Minor Illusion,Skyrim.esm:10CFD1
Iron Cuirass of Minor Restoration,Skyrim.esm:10CFC5
Iron Cuirass of Minor Restoration,Skyrim.esm:10CFD4
Iron Cuirass of Restoration,Skyrim.esm:10CFC6
Iron Cuirass of Restoration,Skyrim.esm:10CFD5
Iron Cuirass of the Knight,Skyrim.esm:0AD565
Iron Cuirass of the Major Knight,Skyrim.esm:0AD566
Iron Cuirass of the Minor Knight,Skyrim.esm:07A128
Iron Cuirass,Skyrim.esm:012E49
Iron Cuirass,Skyrim.esm:013948
Iron Dagger of Annihilation,Requiem.esp:03EAD1
Iron Dagger of Arcane Power,Requiem.esp:03EAC9
Iron Dagger of Arcing,Skyrim.esm:0896CA
Iron Dagger of Aversion,Skyrim.esm:0896F5
Iron Dagger of Binding,Skyrim.esm:0896EC
Iron Dagger of Burning,Skyrim.esm:0896B4
Iron Dagger of Chills,Skyrim.esm:0896BD
Iron Dagger of Cowardice,Skyrim.esm:08970C
Iron Dagger of Diminishing,Skyrim.esm:0896D7
Iron Dagger of Dismay,Skyrim.esm:08970B
Iron Dagger of Dismissal,Skyrim.esm:0896F3
Iron Dagger of Draining,Skyrim.esm:0896D6
Iron Dagger of Elemental Fury,Requiem.esp:03EACC
Iron Dagger of Embers,Skyrim.esm:0896AE
Iron Dagger of Fatigue,Skyrim.esm:0896FF
Iron Dagger of Fear,Skyrim.esm:08970D
Iron Dagger of Flamebursting,Requiem.esp:03EACD
Iron Dagger of Force,Requiem.esp:03EAD0
Iron Dagger of Frost,Skyrim.esm:0896BE
Iron Dagger of Frostbursting,Requiem.esp:03EACF
Iron Dagger of Greater Force,Requiem.esp:03EACE
Iron Dagger of Ice,Skyrim.esm:0896BF
Iron Dagger of Rebuke,Skyrim.esm:0896F4
Iron Dagger of Sapping,Skyrim.esm:0896D5
Iron Dagger of Scorching,Skyrim.esm:0896B5
Iron Dagger of Shockbursting,Requiem.esp:03EAD2
Iron Dagger of Shocks,Skyrim.esm:0896CB
Iron Dagger of Soul Snares,Skyrim.esm:0896EB
Iron Dagger of Souls,Skyrim.esm:0896EA
Iron Dagger of Sparks,Skyrim.esm:0896C9
Iron Dagger of Spellbreaking,Requiem.esp:03EACB
Iron Dagger of Torpor,Skyrim.esm:089701
Iron Dagger of Toxicity,Requiem.esp:03EAD3
Iron Dagger of Weariness,Skyrim.esm:089700
Iron Dagger,Skyrim.esm:01397E
Iron Dragon Claw,Skyrim.esm:08CDFA
Iron Fittings,HearthFires.esm:003035
Iron Gauntlets of Alchemy,Skyrim.esm:08B689
Iron Gauntlets of Archery,Skyrim.esm:0AD57B
Iron Gauntlets of Major Alchemy,Skyrim.esm:08B68A
Iron Gauntlets of Major Archery,Skyrim.esm:0AD57C
Iron Gauntlets of Major Smithing,Skyrim.esm:0AD584
Iron Gauntlets of Major Sure Grip,Skyrim.esm:0AD586
Iron Gauntlets of Major Wielding,Skyrim.esm:0AD57E
Iron Gauntlets of Minor Alchemy,Skyrim.esm:08B688
Iron Gauntlets of Minor Archery,Skyrim.esm:07A12C
Iron Gauntlets of Minor Smithing,Skyrim.esm:07A132
Iron Gauntlets of Minor Sure Grip,Skyrim.esm:07A134
Iron Gauntlets of Minor Wielding,Skyrim.esm:07A12E
Iron Gauntlets of Smithing,Skyrim.esm:0AD583
Iron Gauntlets of Sure Grip,Skyrim.esm:0AD585
Iron Gauntlets of Wielding,Skyrim.esm:0AD57D
Iron Gauntlets,Skyrim.esm:012E46
Iron Greatsword of Arcing,Skyrim.esm:0896CD
Iron Greatsword of Aversion,Skyrim.esm:0896F8
Iron Greatsword of Binding,Skyrim.esm:0896EF
Iron Greatsword of Burning,Skyrim.esm:0896B6
Iron Greatsword of Chills,Skyrim.esm:0896C0
Iron Greatsword of Cowardice,Skyrim.esm:08970F
Iron Greatsword of Diminishing,Skyrim.esm:0896DA
Iron Greatsword of Dismay,Skyrim.esm:08970E
Iron Greatsword of Dismissal,Skyrim.esm:0896F6
Iron Greatsword of Draining,Skyrim.esm:0896D9
Iron Greatsword of Embers,Skyrim.esm:0896AF
Iron Greatsword of Fatigue,Skyrim.esm:089702
Iron Greatsword of Fear,Skyrim.esm:089710
Iron Greatsword of Frost,Skyrim.esm:0896C1
Iron Greatsword of Ice,Skyrim.esm:0896C2
Iron Greatsword of Rebuke,Skyrim.esm:0896F7
Iron Greatsword of Sapping,Skyrim.esm:0896D8
Iron Greatsword of Scorching,Skyrim.esm:0896B7
Iron Greatsword of Shocks,Skyrim.esm:0896CE
Iron Greatsword of Soul Snares,Skyrim.esm:0896EE
Iron Greatsword of Souls,Skyrim.esm:0896ED
Iron Greatsword of Sparks,Skyrim.esm:0896CC
Iron Greatsword of Torpor,Skyrim.esm:089704
Iron Greatsword of Weariness,Skyrim.esm:089703
Iron Greatsword,Skyrim.esm:01359D
Iron Helmet of Alchemy,Skyrim.esm:08B66B
Iron Helmet of Alteration,Skyrim.esm:0AD587
Iron Helmet of Archery,Skyrim.esm:0AD593
Iron Helmet of Conjuring,Skyrim.esm:0AD589
Iron Helmet of Destruction,Skyrim.esm:0AD58B
Iron Helmet of Illusion,Skyrim.esm:0AD58F
Iron Helmet of Magicka,Skyrim.esm:0AD591
Iron Helmet of Major Alchemy,Skyrim.esm:08B66C
Iron Helmet of Major Alteration,Skyrim.esm:0AD588
Iron Helmet of Major Archery,Skyrim.esm:0AD594
Iron Helmet of Major Conjuring,Skyrim.esm:0AD58A
Iron Helmet of Major Destruction,Skyrim.esm:0AD58C
Iron Helmet of Major Illusion,Skyrim.esm:0AD590
Iron Helmet of Major Magicka,Skyrim.esm:0AD592
Iron Helmet of Major Restoration,Skyrim.esm:0AD597
Iron Helmet of Minor Alchemy,Skyrim.esm:08B66A
Iron Helmet of Minor Alteration,Skyrim.esm:07A11C
Iron Helmet of Minor Archery,Skyrim.esm:07A12D
Iron Helmet of Minor Conjuring,Skyrim.esm:07A123
Iron Helmet of Minor Destruction,Skyrim.esm:07A125
Iron Helmet of Minor Illusion,Skyrim.esm:07A129
Iron Helmet of Minor Magicka,Skyrim.esm:04A1B1
Iron Helmet of Minor Restoration,Skyrim.esm:07A131
Iron Helmet of Restoration,Skyrim.esm:0AD595
Iron Helmet,Skyrim.esm:012E4D
Iron Helmet,Skyrim.esm:0B8837
Iron Ingot,Skyrim.esm:05ACE4
Iron Mace of Arcing,Skyrim.esm:04B153
Iron Mace of Aversion,Skyrim.esm:05BEF6
Iron Mace of Banishing,Requiem.esp:ADDDDE
Iron Mace of Binding,Skyrim.esm:0896DF
Iron Mace of Burning,Skyrim.esm:04B14D
Iron Mace of Chills,Skyrim.esm:04B14F
Iron Mace of Cowardice,Skyrim.esm:089712
Iron Mace of Diminishing,Skyrim.esm:05B473
Iron Mace of Dismay,Skyrim.esm:089711
Iron Mace of Dismissal,Skyrim.esm:05BEF4
Iron Mace of Draining,Skyrim.esm:05B472
Iron Mace of Embers,Skyrim.esm:04B14C
Iron Mace of Fatigue,Skyrim.esm:05B47A
Iron Mace of Fear,Skyrim.esm:089713
Iron Mace of Frost,Skyrim.esm:04B150
Iron Mace of Ice,Skyrim.esm:04B151
Iron Mace of Rebuke,Skyrim.esm:05BEF5
Iron Mace of Sapping,Skyrim.esm:05B471
Iron Mace of Scorching,Skyrim.esm:04B14E
Iron Mace of Shocks,Skyrim.esm:04B154
Iron Mace of Soul Snares,Skyrim.esm:0896DE
Iron Mace of Souls,Skyrim.esm:05D176
Iron Mace of Sparks,Skyrim.esm:04B152
Iron Mace of Torpor,Skyrim.esm:05B47C
Iron Mace of Weariness,Skyrim.esm:05B47B
Iron Mace,Skyrim.esm:013982
Iron Ore,Skyrim.esm:071CF3
Iron Quarterstaff of Absorption,Requiem.esp:ADE2AE
Iron Quarterstaff of Arcing,Requiem.esp:ADE2BF
Iron Quarterstaff of Aversion,Requiem.esp:ADE2C9
Iron Quarterstaff of Binding,Requiem.esp:ADE2C3
Iron Quarterstaff of Burning,Requiem.esp:ADE2B9
Iron Quarterstaff of Chaos,Requiem.esp:ADE2B4
Iron Quarterstaff of Cold,Requiem.esp:ADE2BB
Iron Quarterstaff of Consuming,Requiem.esp:ADE2AF
Iron Quarterstaff of Cowardice,Requiem.esp:ADE2B6
Iron Quarterstaff of Dismay,Requiem.esp:ADE2B5
Iron Quarterstaff of Dismissal,Requiem.esp:ADE2C7
Iron Quarterstaff of Embers,Requiem.esp:ADE2B8
Iron Quarterstaff of Fatigue,Requiem.esp:ADE2C4
Iron Quarterstaff of Fear,Requiem.esp:ADE2B7
Iron Quarterstaff of Frost,Requiem.esp:ADE2BC
Iron Quarterstaff of Gleaning,Requiem.esp:ADE2B2
Iron Quarterstaff of Harrowing,Requiem.esp:ADE2B1
Iron Quarterstaff of Ice,Requiem.esp:ADE2BD
Iron Quarterstaff of Reaping,Requiem.esp:ADE2B3
Iron Quarterstaff of Rebuke,Requiem.esp:ADE2C8
Iron Quarterstaff of Scorching,Requiem.esp:ADE2BA
